colony,tag_id,body_size,age,foraging_events,group_period1,group_period2,group_period3,group_period4,visits_brood,visits_entrance,visits_rubbishpile
78,23,151.053,155,224,F,F,F,F,2.45455,12.0909,0.181818
78,30,150.586,155,35,F,F,F,NA,0,77.0909,3.90909
78,35,175.923,197,40,F,NA,NA,NA,0,18.1818,0.454545
78,38,141.209,85,9,F,F,NA,NA,5.45455,2,4
78,42,229.212,204,1,F,F,F,NA,0,2.54545,0.0909091
78,43,151.605,113,87,F,F,NA,NA,1.90909,13.7273,0.636364
78,48,173.727,183,86,F,F,F,NA,50.6364,67.8182,10.7273
78,49,181.739,246,34,F,F,F,F,6.09091,35.6364,1.81818
78,55,200.532,211,24,F,F,F,F,3.72727,42.9091,2.27273
78,60,182.521,190,20,F,F,F,NA,5.36364,77.7273,11.7273
78,118,179.739,260,18,F,F,F,C,1.36364,14.3636,2.27273
78,135,145.344,113,10,F,F,F,F,8.45455,6.27273,9.45455
78,147,178.138,260,24,F,F,F,NA,0,1.27273,0
78,149,155.563,204,26,F,F,F,F,11.3636,26,0.727273
78,169,185.421,246,67,F,F,F,C,0,40.1818,3.09091
78,172,173.416,183,50,F,F,NA,NA,71.4545,11.5455,63.9091
78,175,195.576,183,7,F,F,F,F,2.27273,1.18182,6.90909
78,186,169.035,40,66,F,NA,NA,NA,0,0.545455,6.81818
78,196,181.648,211,11,F,F,F,F,1,8.09091,0
78,198,160.112,183,26,F,NA,NA,NA,7.09091,21.4545,3.18182
78,202,174.428,183,62,F,F,F,NA,10.2727,335,27.5455
78,206,241.108,197,0,F,C,N,C,16.8182,5.18182,0.0909091
78,212,136.015,71,81,F,F,NA,NA,1.36364,98,4.09091
78,237,220.69,246,75,F,NA,NA,NA,1.27273,3.09091,0
78,257,141.028,92,32,F,F,F,NA,1.81818,6.72727,0.272727
78,260,165.194,190,74,F,F,F,F,0.0909091,15.2727,1.18182
78,326,158.647,99,57,F,F,F,NA,0,0.0909091,0.181818
78,331,141.014,92,39,F,F,F,NA,4,223.636,28.1818
78,332,203.384,204,1,F,F,F,C,14.1818,4.72727,0.545455
78,342,144.062,141,41,F,NA,NA,NA,0,1.54545,0.727273
78,376,207.234,190,0,F,F,F,F,11.9091,8,0.181818
78,397,179.805,176,32,F,F,F,NA,0.181818,9.54545,0.727273
78,437,149.164,127,44,F,F,NA,NA,4.27273,36,0.363636
78,492,165.027,141,49,F,F,F,F,16.2727,117.455,4.45455
78,501,165.849,211,4,F,F,F,NA,0,34.0909,7.45455
78,549,152.502,162,74,F,F,NA,NA,10.0909,91.8182,0.909091
78,560,151.222,92,0,F,F,NA,NA,1.72727,1.45455,0.636364
78,599,168.656,113,4,F,NA,NA,NA,10.2727,1.72727,0.0909091
78,607,190.882,204,11,F,F,F,F,0.727273,14.8182,1.09091
78,621,207.894,204,0,F,F,F,F,2.90909,10.1818,0.363636
78,646,177.291,169,34,F,F,NA,NA,4.72727,39.9091,5.45455
78,647,153.942,113,35,F,F,F,C,0,11.3636,2.18182
4,4,197.063,246,0,C,F,C,F,31.4545,8.81818,3.18182
4,7,155.955,372,0,C,C,C,NA,146.727,0.272727,0.0909091
4,13,147.411,57,0,C,C,NA,NA,60.6364,0,0
4,27,160.353,40,0,C,F,F,NA,22,0.454545,194.909
4,42,149.753,330,0,C,C,C,F,137.364,0,2.81818
4,55,161.645,330,0,C,C,F,F,31.2727,0.363636,5.72727
4,60,172.177,351,0,C,F,F,F,42.2727,1.36364,3.45455
4,109,152.086,71,0,C,F,F,F,123,1.36364,6.54545
4,113,142.077,351,0,C,F,NA,NA,27.2727,0.272727,11.7273
4,115,124.338,71,0,C,F,F,F,30.9091,0.818182,50.2727
4,117,160.462,190,0,C,C,C,F,88.4545,0.272727,3.45455
4,124,131.469,330,9,C,NA,NA,NA,129.455,3.27273,4.63636
4,140,163.049,330,0,C,NA,NA,NA,108,0.181818,0.636364
4,153,215.928,190,0,C,C,C,F,50.0909,0,0.181818
4,158,149.402,40,0,C,F,F,NA,128,0.545455,1.27273
4,186,164.012,246,0,C,C,NA,NA,48.9091,0,2
4,207,201.911,337,0,C,C,N,C,58.5455,0.0909091,3
4,215,153.629,330,0,C,C,C,C,89.0909,0,0
4,243,187.963,344,0,C,C,C,F,95.6364,0,8.54545
4,268,163.67,71,0,C,N,C,C,61.6364,0,1.90909
4,298,137,344,0,C,F,F,NA,251,0.181818,9.90909
4,311,142.524,40,17,C,F,NA,NA,56.0909,2.27273,2.36364
4,342,138.192,330,0,C,C,NA,NA,2.81818,0.727273,0.909091
4,387,197.205,57,0,C,F,C,F,21.3636,3.81818,2.18182
4,395,133.959,246,0,C,C,NA,NA,112.273,0.272727,2.72727
4,400,140.918,57,0,C,C,F,F,179,0.0909091,1.09091
4,458,173.666,330,0,C,C,NA,NA,77.5455,0,0
4,482,178.404,330,0,C,N,N,N,81.0909,0.0909091,0.818182
4,501,158.619,246,0,C,C,C,F,22.4545,0,0
4,540,148.93,372,0,C,C,N,N,85.9091,0,0.0909091
4,564,136.077,246,0,C,C,F,F,107,0.181818,93.2727
18,7,195.533,190,0,C,C,C,NA,3.18182,0.272727,1.81818
18,12,203.337,253,17,C,F,F,NA,0,0,0
18,19,175.362,148,0,C,N,N,C,13.6364,48.0909,4.63636
18,35,183.535,211,0,C,C,C,C,11.4545,35.7273,0.0909091
18,40,145.836,78,33,C,F,NA,NA,34.2727,40.1818,3.90909
18,55,153.209,148,41,C,F,F,NA,23.4545,28.2727,3.18182
18,65,198.295,190,0,C,C,C,C,1.09091,1.72727,0.181818
18,91,133.094,71,1,C,NA,NA,NA,74.9091,2.45455,0.272727
18,109,169.664,253,0,C,NA,NA,NA,0.363636,80.0909,0
18,140,221.822,64,0,C,C,C,C,0.272727,2.18182,0
18,158,197.396,190,9,C,C,NA,NA,12.8182,37.8182,0
18,178,224.617,211,34,C,F,C,C,0.545455,314.818,0
18,191,150.987,64,0,C,NA,NA,NA,119.091,44.8182,17.6364
18,195,223.081,176,0,C,C,C,C,3.27273,136,0.272727
18,217,144.028,267,160,C,F,F,NA,0,6.18182,0
18,227,162.788,78,0,C,C,C,C,17.9091,70.3636,0.545455
18,232,225.942,40,0,C,C,C,C,11.7273,0.909091,0
18,262,178.362,204,0,C,C,C,C,10.3636,0.272727,1.27273
18,264,152.502,64,27,C,F,NA,NA,58.5455,11.9091,2.90909
18,265,171.4,40,0,C,C,C,NA,12.9091,1.90909,0
18,278,149.807,40,0,C,NA,NA,NA,3.72727,0,36.9091
18,289,169.186,139,0,C,F,F,C,1.81818,8.72727,1
18,294,112.004,40,46,C,F,F,NA,4.09091,29.8182,0
18,305,141.739,64,0,C,C,C,NA,35.2727,1.81818,0.727273
18,502,128.95,85,71,C,C,C,C,13.6364,127.636,3.36364
18,518,167.693,85,0,C,C,C,NA,16.7273,2.63636,1.36364
18,527,146.537,57,0,C,NA,NA,NA,3.27273,0.818182,0.545455
18,540,180.413,176,1,C,F,NA,NA,75.6364,43.9091,8.81818
18,575,183.576,204,0,C,C,C,NA,1.81818,0.909091,2.09091
18,580,177.91,190,0,C,C,NA,NA,12.2727,19.1818,5.36364
18,599,190.961,78,0,C,N,N,N,0.909091,0,1
18,604,219.276,204,0,C,C,C,C,0.181818,84.9091,0
18,621,255.633,190,0,C,C,C,N,1.36364,0.818182,0.454545
18,632,141.45,253,270,C,F,C,NA,7.36364,105.818,2.72727
18,638,198.252,190,0,C,F,F,F,0,0,0
21,1,152.882,64,0,C,C,F,F,55.5455,0.454545,0.545455
21,2,130.311,40,0,C,C,NA,NA,121.909,2.45455,25
21,15,142.864,5,0,C,N,C,NA,191.273,0.818182,0.727273
21,27,140.431,14,0,C,F,F,F,337.364,2.18182,0.545455
21,28,123.713,14,0,C,NA,NA,NA,14.9091,0,1.45455
21,50,138.798,40,0,C,F,F,NA,4.72727,0.545455,0.0909091
21,51,209.022,183,0,C,F,F,C,10.1818,2.54545,0.727273
21,52,172.54,5,0,C,C,C,F,57.4545,3.63636,0
21,54,142.622,71,12,C,F,F,F,42.8182,4.36364,15.5455
21,59,147.462,71,0,C,C,NA,NA,151.273,5.18182,0.545455
21,66,155.467,40,0,C,NA,NA,NA,157.727,0.272727,4
21,70,161.186,64,0,C,F,F,F,109.455,1.54545,3.27273
21,109,158.256,64,0,C,C,F,F,171.818,2.90909,1.09091
21,111,155.271,50,0,C,C,C,F,14.3636,0,0.363636
21,112,136.499,5,0,C,F,F,F,208.818,1.09091,1
21,118,197.773,169,0,C,C,NA,NA,36.1818,1.72727,0.909091
21,124,165.747,64,0,C,C,F,F,181.273,0.181818,0.909091
21,126,174.04,40,0,C,C,F,F,2.90909,0,3
21,170,143.405,5,0,C,NA,NA,NA,2.72727,1.09091,0
21,173,162.975,40,0,C,NA,NA,NA,118.273,2.45455,5.54545
21,186,142.127,50,0,C,F,F,F,48,1,5.90909
21,194,159.327,71,0,C,C,F,F,48,1.36364,0.272727
21,210,138.654,40,0,C,F,F,NA,35.8182,3.45455,4.27273
21,220,149.402,14,0,C,N,N,N,104.455,1.45455,0.272727
21,227,185.607,162,0,C,C,C,C,154.545,0.909091,1.09091
21,229,177.553,162,0,C,N,C,C,257.636,1.54545,1.63636
21,243,144.845,5,0,C,C,F,F,147.091,0.727273,3.45455
21,245,138.438,40,0,C,C,C,C,186,14.0909,14.4545
21,250,172.939,5,0,C,C,C,C,29.2727,1,0.181818
21,255,157.613,64,0,C,F,F,NA,6.18182,1.36364,1.09091
21,278,189.256,197,0,C,C,F,NA,21,6.36364,36.7273
21,298,164.551,5,0,C,N,NA,NA,10.9091,0,0.454545
21,313,192.51,169,0,C,NA,NA,NA,26.6364,6.09091,0.818182
21,324,220.719,40,0,C,N,N,N,82,0.636364,1
21,331,173.118,120,0,C,N,N,F,177.455,0.0909091,0.909091
21,394,203.679,169,0,C,C,N,NA,49.1818,1.63636,19.7273
21,462,192.315,40,0,C,NA,NA,NA,56.5455,0,0.0909091
21,482,168.324,40,0,C,C,C,F,67.1818,0,1.81818
21,534,145.726,57,0,C,C,NA,NA,6.63636,0.181818,0.181818
21,560,176.139,5,0,C,F,F,F,6,5.81818,0
21,592,146.373,14,0,C,C,NA,NA,455.636,1.36364,0.727273
21,673,147.167,40,0,C,F,F,F,113.545,1.27273,0.272727
21,740,227.748,176,0,C,C,C,NA,30.2727,4.90909,2.72727
29,1,104.202,50,1,C,F,C,NA,2.18182,69.3636,10.1818
29,19,131.309,14,0,C,N,NA,NA,90.6364,1.18182,1.72727
29,23,148.337,50,0,C,NA,NA,NA,81.2727,9.81818,368.364
29,26,192.899,134,19,C,NA,NA,NA,0.272727,31.0909,0.818182
29,49,136.693,14,0,C,N,N,N,80.9091,1.90909,2.09091
29,51,175.636,71,0,C,F,C,C,43.1818,2,1.63636
29,97,144.9,14,0,C,F,F,F,428.455,5.54545,6.27273
29,114,137.102,19,0,C,NA,NA,NA,54.7273,95.5455,57.0909
29,117,213.15,50,0,C,N,N,N,64.2727,6.45455,1.90909
29,120,166.976,71,0,C,F,C,NA,127.545,52.8182,216.636
29,140,136.883,14,0,C,F,NA,NA,81.1818,1.90909,10.4545
29,148,146.103,14,0,C,F,F,F,70.3636,0.636364,2.63636
29,149,145.231,14,0,C,NA,NA,NA,173.909,0.272727,1.09091
29,153,153.688,14,0,C,N,C,NA,54,2.18182,2.81818
29,173,143.377,71,9,C,NA,NA,NA,0,28.0909,1.36364
29,191,239.508,40,3,C,C,C,C,7,9.72727,1.09091
29,210,134.807,19,0,C,F,NA,NA,161.091,5.63636,11.0909
29,221,149.272,40,0,C,NA,NA,NA,124.182,1,0.727273
29,245,175.514,19,37,C,NA,NA,NA,4.09091,34.5455,0.727273
29,251,135.059,19,0,C,NA,NA,NA,25.5455,9.27273,1.54545
29,262,151.169,14,0,C,N,N,C,10.9091,0.636364,2.54545
29,296,135.96,14,0,C,NA,NA,NA,183.182,0.454545,7.18182
29,298,149.913,92,0,C,F,C,NA,51.7273,9.63636,137.545
29,311,154.987,14,0,C,N,N,NA,104.545,0,0.272727
29,397,133.69,19,0,C,NA,NA,NA,221.364,7.18182,3.09091
29,476,135.326,19,0,C,F,F,F,155.091,0.0909091,0.0909091
29,501,134.078,14,0,C,NA,NA,NA,58.8182,48,71.9091
29,507,157.582,40,0,C,F,NA,NA,183.818,4,28.3636
29,592,204.012,50,0,C,F,N,N,35.9091,0.545455,0.272727
29,593,214.849,50,0,C,F,C,C,27.0909,0,2.54545
29,599,143.59,14,0,C,N,N,N,49,2.27273,8.63636
29,607,144.554,14,0,C,F,F,NA,120.091,4.72727,13.9091
29,614,106.405,50,27,C,NA,NA,NA,0,19.7273,1.27273
29,632,121.264,14,0,C,F,NA,NA,74.9091,4.27273,5.54545
29,638,196.705,85,0,C,F,F,F,34.0909,71.8182,1.18182
58,12,145.134,71,0,C,F,NA,NA,18,1.27273,53
58,20,141.152,99,0,C,F,F,F,189.364,0.818182,9.45455
58,25,196.105,57,0,C,C,F,F,67.7273,2.18182,2.27273
58,26,154.201,64,9,C,F,F,NA,88.6364,1.18182,0
58,38,162.929,92,2,C,C,NA,NA,39,0.272727,4.45455
58,42,169.812,106,0,C,C,NA,NA,17.3636,0,0.181818
58,43,175.616,120,0,C,N,F,F,61.9091,0,1.09091
58,57,200.664,155,0,C,F,F,F,5.63636,0.727273,2
58,70,154.26,40,0,C,F,NA,NA,1,0.363636,4.81818
58,85,163.404,92,0,C,NA,NA,NA,37,0.272727,13.7273
58,97,201.467,40,0,C,C,F,F,0.818182,0,0.727273
58,99,193,141,2,C,F,F,NA,15,4.90909,4.54545
58,102,146.823,40,0,C,F,F,NA,82.6364,0.454545,0.545455
58,111,191.604,246,0,C,F,F,NA,27.3636,4.27273,1.36364
58,114,197.223,92,0,C,C,F,F,6.72727,0.272727,1.18182
58,135,171.724,148,0,C,C,F,F,0.545455,2.09091,1.27273
58,137,131.529,40,16,C,F,NA,NA,68.9091,6,19.1818
58,149,138.975,92,1,C,F,NA,NA,14.3636,0.272727,0.454545
58,158,144.972,50,0,C,F,NA,NA,83.8182,1.63636,0.0909091
58,159,177.429,158,0,C,C,F,F,80.1818,0.727273,3.63636
58,170,146.728,14,0,C,C,F,NA,75.5455,0.818182,13.4545
58,195,185.043,134,0,C,C,F,F,108.636,0.727273,6.18182
58,196,169.257,92,0,C,C,C,C,42.6364,0.181818,9.27273
58,207,194.987,120,0,C,C,F,F,156,0,0.454545
58,229,134.172,442,0,C,C,F,NA,88,0.727273,2.63636
58,238,167.215,14,0,C,NA,NA,NA,238.273,0.454545,51.2727
58,250,182.792,113,0,C,C,F,F,39,0.545455,9.45455
58,257,157.207,99,3,C,F,NA,NA,33.5455,8.81818,0.181818
58,265,130.384,78,6,C,F,NA,NA,5.36364,19,10.8182
58,268,145.344,71,0,C,C,F,NA,330.455,0.272727,4.09091
58,278,152.043,14,0,C,N,NA,NA,368.091,0,5.27273
58,318,144.534,85,0,C,F,F,F,5.36364,0.727273,25.3636
58,320,157.137,78,0,C,C,F,F,52.7273,1.36364,7.81818
58,395,147.218,99,2,C,F,NA,NA,401.091,0,1.36364
58,437,175,134,0,C,F,F,NA,44.7273,0.454545,122
58,492,157.801,92,2,C,C,F,F,29.4545,1.90909,48.7273
58,527,149.164,92,0,C,C,NA,NA,221.818,0.181818,6.63636
58,552,143.544,64,0,C,F,NA,NA,36.4545,1.09091,26.1818
58,620,169,92,0,C,C,C,NA,10.6364,2.36364,17.2727
58,621,146.632,40,1,C,F,NA,NA,79.9091,0,4.27273
58,632,220.055,442,0,C,C,F,F,45.2727,0,0.727273
78,20,159.201,57,0,C,F,F,F,301.364,1.18182,2.09091
78,24,177.37,211,0,C,F,F,C,13.3636,0.818182,0.909091
78,29,187.003,99,0,C,N,N,N,8.45455,0.636364,1.54545
78,63,177.792,85,0,C,F,NA,NA,31.6364,6.36364,252.727
78,66,203.394,40,0,C,F,F,F,2,0,31.7273
78,82,148.556,85,0,C,NA,NA,NA,273,21.2727,7
78,100,188.266,99,0,C,NA,NA,NA,166.727,0,0.272727
78,113,160.59,120,0,C,F,F,F,68.7273,3.72727,77.6364
78,115,167.586,99,19,C,NA,NA,NA,26.5455,35.4545,4.63636
78,124,141.905,99,0,C,F,C,F,15.3636,44.3636,60.8182
78,144,151.159,57,0,C,F,F,F,95.8182,0.636364,2.63636
78,159,175.285,162,1,C,C,F,F,123.273,0.454545,0.363636
78,195,164.596,183,0,C,F,F,C,3.36364,1.63636,3.18182
78,207,149.563,78,63,C,F,NA,NA,147.545,26.3636,138.545
78,255,138.611,5,1,C,NA,NA,NA,161.545,1.90909,0
78,296,168.964,71,0,C,F,F,NA,41.4545,18.0909,2.72727
78,301,161.245,78,3,C,F,F,F,31.6364,9.72727,210.909
78,305,161.604,57,0,C,NA,NA,NA,378,3.45455,3.36364
78,308,167.147,120,0,C,F,F,F,7.45455,1.09091,0
78,313,170.801,71,0,C,F,F,C,5.45455,1.90909,4.54545
78,324,140.057,64,0,C,F,NA,NA,95.0909,0,0
78,334,149.003,64,0,C,F,NA,NA,38.9091,11.1818,23.5455
78,353,166.373,176,0,C,F,F,NA,34.6364,0,1.81818
78,380,169.009,113,14,C,C,C,C,4.36364,3.90909,0.0909091
78,433,170.883,113,0,C,C,C,F,105.091,3.45455,12.3636
78,462,221.02,183,0,C,F,NA,NA,3.27273,9.18182,0
78,482,196.657,183,0,C,C,NA,NA,106.636,15.6364,0.545455
78,540,168.6,246,0,C,NA,NA,NA,114.818,2.18182,2.45455
78,552,158.079,78,2,C,NA,NA,NA,14.1818,14.8182,73.1818
78,592,166.148,99,0,C,F,F,F,5.63636,1.27273,4
78,600,171.082,162,1,C,NA,NA,NA,41.1818,1.72727,54.0909
78,610,178.645,78,0,C,F,NA,NA,71.4545,0,0
78,614,181.747,99,14,C,F,F,F,23.5455,32.8182,131.273
78,650,163.918,85,0,C,F,F,F,44.0909,2.54545,0
78,740,152.594,120,0,C,F,F,C,202.545,0.636364,3.81818
4,219,286.895,1453,0,Q,Q,Q,Q,76.8182,0,0.0909091
18,592,308.006,1453,0,Q,Q,Q,Q,0.909091,0,1.54545
21,604,301.204,1453,0,Q,Q,Q,Q,13.3636,0,1.81818
29,502,284.318,1453,0,Q,Q,Q,Q,38.4545,0,0
58,91,291.925,1453,0,Q,Q,Q,Q,51.1818,0,0
78,74,304.015,1453,0,Q,Q,Q,Q,666,0,0.272727
