maleID	GC	T
62	56.63	122.71
62	76.15	138.06
62	53.28	60.91
62	191.35	52.48
62	75.62	147.83
62	40.01	131.48
62	70.51	220.07
62	91.59	156.5
62	52.17	94.68
63	84.85	221.05
63	49.32	136.6
63	71.05	153.24
63	31.44	102.72
63	31.22	117.86
63	64.65	287.64
63	54.44	141.91
63	70.21	144.21
63	90.57	227.22
63	43.63	96.73
63	69.1	107.87
63	40.12	108.41
63	59.42	103.86
63	53.41	126.15
63	60.11	144.38
63	47.79	110.55
63	40.43	122.11
63	44.77	79.61
63	37.73	95.43
63	47.96	70.53
63	68.15	75.04
63	103.58	65.49
63	160.11	60.63
63	58.2	96.22
63	86.96	92.76
63	56.88	73.61
63	61.32	87.57
63	60.61	66.45
63	53.25	77.21
63	48.37	90.54
63	48.58	143.51
63	56.34	117.84
63	40.41	108.5
63	72.31	146.73
63	58.13	133.28
64	63.21	299.97
64	61.88	232.58
64	114.12	376.37
64	64.77	90.05
64	93.99	153.56
64	45.28	106.56
64	70.41	214.67
64	111.87	1006.11
64	43.29	250.76
64	49.15	365.49
64	64.44	254.4
64	40.8	244.51
64	35.27	199.69
64	87.37	369.23
64	47.66	199.21
64	59.17	112.52
64	39.53	200.13
64	45.69	175.74
64	56.23	239.5
64	32.8	285.05
64	37.76	545.86
64	36.03	200.87
64	45.78	147.7
64	34.79	144.14
64	70.31	267.07
64	37.85	148.45
64	87.39	157.1
64	88.53	148.69
64	120.89	231.68
64	63.91	212.18
64	44.07	97.17
64	64.11	172.67
64	39.69	130.11
64	53.15	217.48
65	46.64	131.36
65	45.16	182.88
65	130.92	126.44
65	80.19	301.84
65	77.51	138.51
65	51.76	74.96
65	37.27	89.2
65	37.36	114.01
65	54.97	139.2
65	48.4	151.22
65	50.26	117.99
65	63.54	94.38
65	54.8	91.25
65	64.49	91.17
65	45.45	78.92
65	44.83	98.58
65	41.38	122.1
65	76.5	145.87
65	26.97	90.56
65	44.01	117.73
65	36.31	85.86
65	85.98	188.97
65	69.86	173.14
65	46.63	60.23
65	47.05	77.06
65	163.62	60.43
65	58.65	93.71
65	58.15	102.42
65	50.98	112.74
65	60.35	134.41
65	59.36	126.66
65	27.76	22.28
65	102.48	46.86
65	90.2	53.45
65	235.26	32.66
65	66.26	72.64
65	64.58	56.99
65	49.61	64.46
66	102.31	102.68
66	42.65	140.32
66	46.79	335.41
66	51.01	115.52
66	62.63	67.44
66	31.22	85.8
66	68.68	53.28
66	39.91	86.7
66	28.06	158.82
66	36.78	240.47
66	48.67	221.49
66	44.64	82.77
66	43.39	85.52
66	45.12	107.7
66	45.51	88.67
66	55.8	86.17
66	54.04	118.44
66	75.88	119.08
66	101.21	190.04
66	62.74	190.26
67	39.93	124.74
68	43.7	51.31
68	54.53	87.81
68	52.06	51.26
68	47.26	59.18
68	42	47.7
68	40.07	54.56
68	93.46	62.22
68	106.07	60.69
68	199.91	71.38
68	72.15	97.76
69	94.28	34.91
69	87.91	48.08
69	46.87	34.3
69	61.2	36.97
69	40.56	52.96
69	127.8	65
69	68.12	25.37
69	53.14	53.91
69	249.37	140.91
69	65.47	65.33
69	52.99	58.8
69	28.62	63.3
69	36.16	69.59
69	67.26	64.65
69	72.19	96.2
69	59.62	154.47
69	76.63	128.1
69	74.91	124.33
69	45.77	99.2
69	61.41	147.33
69	59.19	199.55
69	124.79	33.43
70	98.84	145.27
70	89.12	436.8
70	38.22	70.61
70	38.97	130.71
70	63.08	187.75
70	76.24	157.26
70	43.88	167.79
70	62.48	281.3
70	51.99	173.23
70	73.21	194.23
70	62.22	119.38
70	151.67	119.1
70	70.33	44.85
70	140.73	68.39
70	92.05	93.35
70	137.12	84.85
70	96.97	106.42
70	177.55	104.81
70	52.12	126.32
70	58.28	85.54
70	71.24	159.11
70	69.1	146.22
70	217.17	185.64
70	76.52	171.08
70	73.62	174.55
70	69.84	220.45
70	57.49	246.68
70	67.19	158.14
70	91.13	273.02
70	59.87	100.43
70	78.5	181.91
70	131.47	328.9
70	111.31	159.21
71	59.58	258.16
71	105.61	295.49
71	118.57	483.42
71	63.31	321.68
71	159.11	444.55
72	62.88	88.2
72	94.91	119.75
73	86.14	77.42
73	75.03	144.86
73	86.34	436.6
73	55.09	124.44
73	37.35	103.37
73	34.01	51.13
73	152.17	93.07
73	94.84	83.88
73	121.18	86.05
73	152.23	58.78
74	21.58	171.86
75	86.31	300.75
75	61.71	480.58
75	64.2	440.05
75	96.62	189.93
75	66.97	293.84
75	44.36	159.47
75	41.66	710.36
75	102.61	551.24
75	96.37	537.79
75	74.15	678.87
75	41.91	274.47
75	38.47	126.75
75	59.37	408.64
75	90.02	216.32
75	96.91	196.43
76	134.75	147.95
76	65.27	106.63
76	89.28	76.63
76	106.39	130.64
76	59.07	270.57
76	79.41	61.96
76	62.26	163.47
76	53.11	46.63
76	86.86	280.38
76	155.35	85.77
76	71.78	91.33
76	93.68	86.53
76	69.42	90.15
76	106.26	32.67
76	79.24	24.06
76	190.17	33.01
76	94.91	46.86
76	105.03	29.4
76	69.54	105.16
76	62.34	248.43
76	80.32	55.33
76	30.6	22.74
76	44.47	56.12
76	49.81	47.21
76	121.79	33.2
76	92.89	34.19
76	92.86	46.5
76	130.13	40.81
76	157.49	58.33
76	149.5	41.55
76	88.98	104.96
76	57.39	103.2
76	44.36	133.32
76	61.5	108.16
76	204.01	55.67
76	108.5	46.4
76	52.34	39.33
76	214.97	50.36
76	79.45	41.04
77	185.24	74.96
77	97.41	89.22
78	50.64	107.27
78	56.96	77.19
78	91.02	310.66
78	54.41	271.34
78	44.96	93.73
78	61.76	111.83
78	63.35	151.38
78	42.51	46.77
78	69.49	116.96
78	95.44	72.16
78	89.78	72.29
78	114.73	73.71
78	124.27	70.99
78	46.02	42.82
78	72.44	143.42
78	72.3	193.49
78	62.54	165
78	63.72	105.04
78	63.18	253.63
78	44.19	135.77
78	69.14	166.3
78	60.55	96
78	51.25	46.37
78	68.09	81.94
78	131.05	107.01
78	83.82	114.07
78	61.43	125.13
78	84.78	143.46
78	89.58	170.47
79	50.76	200.81
79	140.07	196.42
79	53.79	197.34
79	68.28	153.01
80	95.54	69.74
80	36.63	57.01
80	44.06	87.2
80	45.17	106.61
80	59.62	88.57
80	52.72	82.3
80	53.65	61.92
80	68.32	121.39
80	27.66	66.75
80	37.26	40.9
80	28.68	53.32
80	43.71	69.1
80	21.31	97.35
80	48.52	205.79
80	38.1	86.04
80	50.5	48.13
80	22.37	30.24
80	37.37	37.76
80	28.4	53.28
80	52.52	52.43
80	67.76	21.8
80	124.51	29.46
80	76.75	46.18
80	83.21	40.22
80	55.43	64.71
80	58.89	54.5
80	60.63	38.64
80	61.47	46.99
80	63.46	48.57
80	36.29	52.56
80	58.15	31.51
80	97.83	53.92
80	97.02	59.87
80	81.71	58.88
80	125.44	68.3
81	124.98	244.78
82	87.49	117.53
82	46.59	120.39
82	25.09	99.89
82	79.24	62.27
82	54.51	103.18
82	65.24	104.23
82	66.38	68.21
82	46.95	60.42
82	77.02	60.66
82	94.99	88.59
82	80.44	330.24
82	153.06	141.35
82	18.66	24.5
82	39.28	39.83
82	51.95	85.66
82	42.13	95.12
82	62.39	106.54
82	46.27	95.32
82	54.95	117.34
82	44.44	88
82	52.22	81.01
82	114.81	139.31
82	157.25	88.39
82	146.17	47.84
82	74.53	103.91
82	69.47	119
82	88.73	80.87
83	140.28	161.97
83	73.31	154.45
84	69.41	215.86
84	117.37	76.51
84	52.65	63.46
84	77.13	96.66
84	92.96	84.23
84	39.51	98.32
84	60.08	133.57
84	67.58	125.93
84	51.82	184.36
84	50.56	118.71
84	54.37	69.11
85	118.07	67.35
86	188.79	454.31
86	64.37	121.18
86	45.19	128.75
86	35.21	74.38
86	76.27	97.63
86	44	73.44
86	40.51	120.94
86	32.49	127.44
86	46.86	159.16
86	52.73	267.12
86	30.79	99.33
86	120.54	114.07
86	51.27	73.47
86	66.38	73.17
86	95.71	225.85
86	63.88	135.23
86	133.13	215.14
86	70.05	138.79
86	38.21	70.73
86	64.59	70.63
86	83.34	101.54
86	58.1	104.09
86	86.66	44.97
86	83.59	67.67
86	89.05	75.39
86	101.21	63.93
86	68.68	102.19
86	36.27	74.21
86	73.51	176.25
86	69.84	153.92
86	78.62	139.53
86	58.23	127.13
86	60.29	196.07
86	74.59	168.99
86	122.44	175.83
86	77.77	159.26
86	83.06	153.17
86	81.32	158.11
86	66.19	131.01
87	80.4	68.34
87	80.62	24.83
87	67.44	128.36
87	158	76.93
87	59.19	20.95
87	61.88	39.36
87	144.36	82.56
87	97.14	161.64
87	54.86	63.42
87	95.89	56.66
87	54.2	88.87
87	58.79	67.73
87	45.5	71.24
87	52.08	49.95
87	85.01	52.93
87	95.42	47.38
87	52.37	65.37
87	78.75	120.27
88	53.26	212.87
88	88.29	292.02
88	65.47	265.4
88	46.63	186.6
88	67.35	366.85
88	73.99	275.72
88	34.17	240.9
88	63.46	417.78
88	32.15	196.85
88	74.24	351.94
88	52.32	276.53
88	77.13	194.62
88	51.49	216.51
88	40.5	253.38
88	34.34	300.78
88	55.08	378.13
88	24.05	192.74
88	40.77	127.31
88	72.48	174.07
88	89.29	121.79
88	74.4	270.01
88	31.56	155.96
88	66.18	256.43
88	38.26	197.7
88	44.1	351.98
88	28.7	213.1
88	56.94	202.29
88	43.45	153.2
88	36.77	211.23
88	46.17	199.28
88	53.45	353.08
88	54.34	131.8
88	44.33	131.61
88	50.42	151.18
88	43.06	181.65
88	48.86	158.67
88	114.97	286.46
88	59.74	321.68
88	61.47	66.08
88	93.12	133.29
88	62.74	92.3
88	92.35	128.86
88	62.55	116.83
88	44.48	51.92
88	54.67	130.72
88	139.97	54.77
89	38.57	161.09
89	147.77	309.48
89	48.32	31.83
89	64.22	240
89	55.72	217.35
89	110.45	280.58
89	37.04	164.98
89	26.42	206.94
89	62.97	274.43
89	51.4	294.38
89	65.07	170.42
89	84.38	219.58
89	58.06	190.77
89	21.32	56.54
89	42.87	151.91
89	48.44	126.53
89	27.81	113.39
89	32.5	135.99
89	62.78	319.65
89	35.75	197.87
89	64.36	472.73
89	50.34	178.32
89	47.6	164.23
89	48.85	150.16
89	61.13	191.65
90	18.61	102.74
90	19.88	120
90	44.43	268.64
90	30.65	92.66
90	51.4	114.17
90	32.03	87.2
90	47.91	121.71
90	35.65	135.42
90	24.89	86.09
90	40.43	99.71
90	81.19	87.87
90	18.98	77.65
90	17.72	172.84
90	20.33	128.23
90	31.91	96.11
90	101.39	152.76
90	44.98	77.9
90	37.66	102
90	25.99	105.09
90	25.96	112.9
90	86.05	128.3
90	60.5	79.38
90	37.26	96.48
90	34.87	41.9
91	83.58	109.19
91	110	144.04
91	86.82	92.03
91	65.63	131.95
91	64.03	173.06
91	158.36	127.73
91	278.88	142.64
91	93.98	86.03
91	97.26	221.72
91	78	455.18
91	72.54	233.11
91	54.7	211.92
91	81.7	158.9
91	82.2	103.24
91	75.86	131.73
91	67.17	137.31
91	76.21	143.76
91	49.61	191.01
91	154.88	189.61
91	159.7	559.32
91	59.93	105.55
91	67.56	82.27
91	188.3	61.54
91	66.24	153.45
91	102.46	77.68
91	72.32	96.9
91	43.04	37.06
91	148.76	117.87
91	125.69	194
91	112.54	183.71
91	58.17	47.36
91	73.29	72.34
92	41.11	63.96
93	36.04	205
93	45.75	221.49
93	74.38	387.79
93	211.21	325.22
93	88.84	426.53
93	86.99	194.37
93	59.8	154.17
94	58.02	192.58
94	85	443.57
94	96.61	230.44
94	64.03	244.98
94	38.36	145.06
94	39.13	150.42
94	22.18	108.15
94	69.43	112.68
94	46.31	97.95
94	67.27	166.52
94	48.26	173.66
94	49.32	390.18
94	58.4	242.73
94	23.75	143.07
94	41.57	121.98
94	33.33	168.71
94	47.7	103.34
94	18.25	84.78
94	43.5	482.17
94	71.12	294.74
94	87.75	244.63
94	52.16	180.34
94	22.67	125.27
94	23.95	199.88
94	61.47	170.56
95	61.99	184.51
95	73.1	182.98
95	103.2	232.55
95	58.61	144.88
95	116.64	364.06
95	110.87	167.22
95	218.3	245.92
95	72.82	271.34
95	63.95	150.3
95	56.52	227.43
95	66.86	279.22
95	54.88	535.77
95	54.74	273.83
95	45.68	190.72
95	47.26	102.27
95	42.18	130.17
95	37.85	78.42
95	37.34	116.42
95	41.65	137.49
95	36.94	303.87
95	63.71	171.8
95	50.13	112.72
95	17.55	53.89
95	49.9	128.96
95	86.01	141.3
95	92.98	73.35
95	93.81	105.53
95	84.56	90.45
95	49.64	104.38
95	60.02	125.76
95	22.23	94.02
95	114.54	171.35
95	56.92	127.79
95	57.52	163.19
95	35.14	97.32
95	36.32	84.02
95	51.65	106.66
95	32.13	85.44
95	33.65	82.18
95	43.58	107.65
95	35.01	100.9
95	89.68	109.06
95	64.5	145.65
95	78.63	94.65
95	72.37	102.69
95	80.66	108.32
95	63.58	121.8
95	36.1	73.48
95	70.23	82.79
95	79.99	128.23
95	70.56	123.16
95	64.96	37.83
95	88.34	50.57
95	50.79	60.84
95	72.57	67.36
95	60.44	47.28
95	47.11	24.22
95	43.76	30.29
95	48.73	77.72
95	79.32	65
95	63.12	76.38
95	54.47	87.1
95	75.22	119.5
95	41.62	91.9
95	47.16	97.39
95	57.97	120.17
95	73.46	114.78
95	60.77	51.37
95	95.94	116.78
95	134.49	85.72
95	307.07	61.13
96	117.65	54.39
96	50.93	42.99
96	38.63	48.99
96	72.64	149.78
96	48.89	121.86
96	76.5	187.43
96	104.76	221.12
96	86.85	237.87
96	87.24	236.05
96	75.08	99.33
96	69.83	97.65
96	53.31	58.13
96	79.85	70.48
96	60.62	111.41
96	62.66	80.15
96	62.43	210.99
96	80.01	168.03
97	117.37	90
97	118.45	110.55
97	148.06	50.83
97	94.13	71.28
97	236.55	46.34
97	58.6	131.02
97	85.45	148.34
97	96.78	162.68
97	68.29	150.48
97	77.41	130.01
97	85.72	129.79
97	137.26	117.67
97	105.44	84.32
97	113.26	113.89
97	75.37	104.81
97	107	127.4
97	99.74	31.57
98	51.34	53.67
98	102.62	54.27
98	17.43	11.87
98	57.68	32.08
98	66.81	23.72
99	50.99	76.69
99	40.33	65.89
100	49.44	137.39
100	93.46	213.58
100	52.88	171.23
100	199.42	204.01
100	81.45	215.51
100	57.97	116.63
100	57.38	310.05
100	117.05	158.01
100	80.38	240.06
100	73.49	201.41
100	102.56	163.06
100	85.49	110.82
100	133.4	94.78
101	58.81	120.01
101	77.7	113.75
101	56.86	137.72
101	65.92	91.62
101	69.71	137.3
101	46.09	40.24
101	94.86	71.32
101	65.91	75.47
101	60.71	46.85
101	91.63	104.99
101	105.87	117.45
101	52.89	55.47
101	109.41	34.7
101	123.25	323.64
101	224.2	114.66
101	57.59	76.47
101	61.28	176.27
101	81.71	93.61
101	60.71	168.74
101	47.29	87.65
101	48.77	97.52
101	53.86	103.25
101	91.97	218.74
101	31.36	76.35
101	158.56	138.86
101	114.05	136.34
102	119.32	123.75
102	92.98	140.03
102	56.12	54.1
102	47.13	113.35
102	84.71	161.94
102	104.12	155.56
102	97.46	276.28
102	60.92	132.77
102	87.63	209.06
102	73.65	131.73
102	156.73	92.63
102	64.45	128.38
102	80.79	135.04
102	48.05	77.42
102	84.63	225.85
103	99.57	415.19
103	63.67	273.55
103	103.84	157.74
103	46.24	152.82
103	39.97	158.66
103	191.38	174.05
103	64.01	92.75
103	85.43	314.32
103	51.17	404.52
103	117.35	593.29
103	74.61	301.18
103	72.05	490.75
103	43.23	235.03
103	87.6	465.53
103	78.52	428.9
103	61.04	450.4
103	38.58	242.46
103	52.99	497.01
103	47.36	672.56
103	111.98	457.74
103	53.65	273.59
103	53.86	366.09
103	96.17	359.12
103	92.2	531.69
103	110.05	407.76
103	48.11	180.09
104	72.34	107.99
104	31.03	52.32
104	54.6	149.09
104	65.77	250.61
104	61.69	90.35
104	51.23	113.68
104	57.05	66.26
104	40.31	186.49
104	53.06	343.94
104	142.33	652.77
104	102.51	129.78
104	69.75	221.31
104	100.26	93.68
104	55.85	141.93
104	113.99	156.97
104	103.13	195.42
104	63.71	163.49
104	63.71	64.52
104	94.01	77.37
104	89.9	128.04
104	40.92	191.06
104	138.14	295.67
104	84.4	354.74
104	170.51	312.44
104	64.61	81.79
104	128.34	169
104	88.76	144.85
104	181.15	206.07
104	98.27	181.05
105	180.73	418.86
105	68.57	456.93
105	60.29	373.64
105	99.3	467.51
105	92.22	318.31
105	42.84	362.9
106	26.06	101.27
106	32.61	140.16
106	41.79	66.17
106	47.29	63.37
106	31.76	79.09
106	47.18	104.93
106	35.04	106.18
106	40.4	72.86
106	41.4	117.22
106	42.65	108.51
106	49.39	102.5
106	55.09	84.25
106	202.61	331.75
106	28.68	46.62
106	36.42	57.34
106	22.5	64.76
106	34.13	61.84
106	50.77	247.74
106	55.68	96.54
106	22.94	80.39
106	29.9	124.32
106	33.81	50.77
106	58.75	79.5
106	99.67	212.06
106	72.15	144.04
106	56.81	214.94
106	75.48	134.13
106	39.22	56.63
106	84.09	63.01
106	36.52	37.56
106	54.63	55.78
106	76.18	43.69
106	103.66	41.5
106	66.3	52.27
106	143.34	172.98
106	68.04	97.87
106	69.89	86
106	43.17	86.04
106	56.97	94.77
106	70.52	97.03
106	91.88	203.22
106	102.33	57.45
106	39.08	43.37
106	112.83	58.77
106	73.68	153.05
106	56.52	71.57
107	95.9	238.17
107	77.13	172.06
107	71.11	152.32
107	74.17	235.88
107	95.02	90.75
107	108.33	158.16
107	121.93	228.08
108	60.1	173.77
108	30.67	176.7
108	25.61	229.22
108	54.05	313.94
108	40.9	205.65
108	29.47	152.82
108	38.12	74.43
108	116.18	157.7
108	43.43	129.4
108	28.65	118.91
108	67.86	154.09
108	45.97	127.83
108	83.12	456.65
108	41.09	182
108	49.81	191.62
108	50.99	217.04
108	54.64	397.55
108	35.37	178.83
108	42.63	138.81
108	75.64	156.71
108	53.42	150.1
108	40.7	73.54
108	46.41	267.07
108	54.64	114.23
108	39.96	98.44
108	30.36	127.53
108	25.61	109.22
108	38.91	165.26
108	47.5	158.1
108	42.17	152.84
108	21.91	79.22
108	50.73	148.85
108	47.01	76.82
108	31.52	139.03
108	48.79	99.64
108	51.9	61.43
108	68.62	70.04
108	74.49	122.85
108	55.68	62.81
108	35.8	43.75
108	38.36	94.88
109	49.13	147.54
109	52.57	199.03
109	67.83	227.18
109	41.73	230.67
109	46.31	124.8
109	78.48	141.76
109	39.14	144.95
109	68.42	121.6
109	87.52	195.97
109	49.72	121.02
109	66.68	110.81
109	86.12	149.21
109	34.43	57.12
109	41.69	103.92
109	61.21	96.89
109	75.25	125.52
109	59.43	60.04
109	56.71	58.91
109	77.76	80.35
109	66.79	119.9
109	60.26	80.73
109	51.98	92.54
109	58.42	164.75
109	79.14	172.55
109	77.31	124.72
109	87.89	132.35
109	80.22	158.33
109	61.59	122.31
110	61.16	184.54
110	67.61	69.16
110	67.25	74.93
111	60.14	120.17
111	42.27	167.48
111	70.35	89.05
111	58.99	152.2
111	62.05	230.23
111	65.01	216.6
111	68.31	300.52
111	64.48	143.19
111	49.39	158.86
111	49.31	176.13
111	46.78	152.9
111	44.85	102
111	48.3	206.9
111	32.44	120.42
111	40.8	225.3
111	50.43	245.44
111	82.06	285.63
111	75.49	179.32
111	37.41	121.77
111	32.78	99.34
111	49.54	74.71
111	54.73	92.06
111	61	174.91
111	68.14	169.56
112	24.87	84.8
112	35.92	65.95
112	100.75	328.38
113	65.92	229.05
114	108.51	235.02
115	86.42	154.28
116	29.51	56.11
116	37.41	36.52
116	51.07	96.87
116	65.34	204.02
116	65.17	137.46
116	58.48	102.89
116	42.16	182.85
116	53.35	130.22
116	75.8	228.23
116	85.03	89.35
116	112.89	172.82
116	75.99	140.94
116	62.46	94.75
116	85.75	171.47
118	91.09	131.32
118	25.5	65.72
118	47.18	21.22
118	77.9	29.01
118	42.83	34.24
118	63.72	41.16
118	122.47	91.01
118	99.98	67.24
118	55.29	38.42
118	130.36	101.57
118	28.71	36.35
118	39.27	39.39
118	36.32	36.83
118	68.95	39.86
118	162.9	67.74
118	92.85	48.47
118	65.71	157.26
118	51.75	78.46
118	61.06	44.45
118	105.11	97.45
118	65.1	49.13
118	63.36	96.37
118	64.09	72.24
119	58.2	126.1
120	49.07	68.86
120	33.1	141.53
120	70.49	192.63
120	141.06	134.78
120	104.24	210.98
120	77.04	107.62
120	51.47	72.38
120	43.98	250.51
120	82.86	81.55
120	79.23	172.58
120	78.16	137.84
120	46.64	107.76
120	78.96	134.37
120	43.89	112.74
120	49.29	190.68
120	39.48	52.81
120	19.62	83.24
120	25.28	39.54
120	42.76	78.3
120	32.46	67.67
120	33.08	80.8
120	35.88	109.88
120	35.8	165.61
120	21.83	63.71
120	46.32	54.79
120	26.25	76.98
120	26.68	77.04
120	36.69	87.74
120	47.77	140.42
120	63.21	114.47
120	52.67	112.37
120	42.83	74.14
120	23.39	60.8
120	45.8	72.73
120	102.8	66.55
120	38.26	64.09
120	54.09	57.62
120	57.38	46.76
120	30.46	93.01
120	43.27	109.8
120	58.81	93.59
120	42.07	61.53
121	58.35	99.72
121	60.43	119.72
121	74.26	121.56
121	40.27	76.06
121	51.16	109.06
121	71.59	114.44
121	40.31	87.79
121	57.54	141.49
121	74.64	155.45
121	69.26	137.14
121	75.68	146.11
121	243.18	43.44
122	68.36	150.67
122	58.49	128.87
122	43.57	140.68
122	138.5	151.95
122	64.53	152.78
122	63.39	227.25
122	130.53	429.07
122	65.35	244.72
122	76.28	353.56
123	30.61	121.94
123	54.06	221.54
123	99.7	107.6
123	61.75	55.01
123	33.87	117.25
123	50.91	105.89
123	69.39	75.14
123	50.14	120.16
123	58.92	83.28
123	63.9	146.34
123	158.67	104.89
123	115.98	131.56
123	72.76	127.24
123	49.25	197.14
123	67.95	131.25
123	88.66	135.94
123	101.03	61.97
123	108.91	184.41
123	63.12	51.64
123	111.96	34.45
123	50.03	92.54
123	72.25	53.72
123	79.44	123.63
123	51.73	106.31
123	52.05	71.94
123	52.92	73.77
123	41.42	145.73
123	53.15	108.13
123	69.11	87.14
123	63.98	150.44
123	41.6	91.49
123	43.67	145.89
123	47.76	112.92
123	60.47	152.03
123	44.03	94.75
123	51.28	87.91
123	74.55	121.72
123	74.82	53.01
123	84.05	213.16
124	55.14	85.84
125	66.43	190.18
125	240.57	381.43
125	52.24	96.21
125	93.88	229.28
125	81.06	217.38
125	92.1	139.73
125	50.67	229.1
125	63.46	228.63
125	70.19	169.78
125	120.87	222.46
125	104.38	87.4
125	170.19	122.46
125	166.19	408.31
125	88.31	105.84
125	41.84	168.23
125	108.12	161.12
125	65.23	200.51
125	53.48	101.73
125	99.9	93.39
125	173.73	167.74
125	47.45	99.96
125	86.15	180.54
125	97.35	532.76
125	59.43	463.64
125	62.36	149.62
125	119.02	79.44
125	37.48	65.04
125	31.36	109.33
125	58.98	139.07
125	63.07	281.73
125	30.21	84.11
125	59.7	113.78
125	53.98	163.46
125	35.4	77.54
125	70.24	159.09
125	16.58	83.25
125	120.55	105.12
125	100.86	107.66
125	499.73	124.61
126	52.24	82.13
126	45.47	108.34
126	77.7	146.18
126	59.65	164.57
126	67.18	138.07
126	75.88	174.43
126	55.91	203.46
126	59.41	144.97
126	61.39	169.27
126	51.15	117.66
126	63.08	103.41
126	97.48	97.02
126	87.65	109.25
126	53.95	110.18
126	74.24	190.66
127	58.91	22.74
127	231.11	71.41
127	33.1	80.03
127	89.22	93.91
127	78.15	105.77
127	120.81	211.52
127	106.14	83.2
127	135.01	157
127	72.21	131.3
127	86.99	273.72
127	55.66	153.28
127	108.08	152.61
127	114.09	151.07
